Data,State,Hail Size,Population Affected,
7/26/14,North Carolina,"2.0"" Hail",0,
7/27/14,North Carolina,"2.0"" Hail",0,
7/28/14,North Carolina,"2.0"" Hail",5381,
7/29/14,North Carolina,"2.0"" Hail",0,
7/30/14,North Carolina,"2.0"" Hail",0,
6/25/14,North Carolina,"2.5"" Hail",0,
6/26/14,North Carolina,"2.5"" Hail",0,
6/27/14,North Carolina,"2.5"" Hail",0,
6/28/14,North Carolina,"2.5"" Hail",0,
6/29/14,North Carolina,"2.5"" Hail",0,
6/30/14,North Carolina,"2.5"" Hail",0,
7/1/14,North Carolina,"2.5"" Hail",0,
7/2/14,North Carolina,"2.5"" Hail",0,
7/3/14,North Carolina,"2.5"" Hail",0,
7/4/14,North Carolina,"2.5"" Hail",0,
7/5/14,North Carolina,"2.5"" Hail",0,
7/6/14,North Carolina,"2.5"" Hail",0,
7/7/14,North Carolina,"2.5"" Hail",0,
7/8/14,North Carolina,"2.5"" Hail",0,
7/9/14,North Carolina,"2.5"" Hail",0,
7/10/14,North Carolina,"2.5"" Hail",0,
7/11/14,North Carolina,"2.5"" Hail",0,
7/12/14,North Carolina,"2.5"" Hail",0,
7/13/14,North Carolina,"2.5"" Hail",0,
7/14/14,North Carolina,"2.5"" Hail",0,
7/15/14,North Carolina,"2.5"" Hail",0,
7/16/14,North Carolina,"2.5"" Hail",0,
7/17/14,North Carolina,"2.5"" Hail",0,
7/18/14,North Carolina,"2.5"" Hail",0,
7/19/14,North Carolina,"2.5"" Hail",0,
7/20/14,North Carolina,"2.5"" Hail",0,
7/21/14,North Carolina,"2.5"" Hail",0,
7/22/14,North Carolina,"2.5"" Hail",0,
7/23/14,North Carolina,"2.5"" Hail",0,
7/24/14,North Carolina,"2.5"" Hail",0,
7/25/14,North Carolina,"2.5"" Hail",0,
7/26/14,North Carolina,"2.5"" Hail",0,
7/27/14,North Carolina,"2.5"" Hail",0,
7/28/14,North Carolina,"2.5"" Hail",2418,
7/29/14,North Carolina,"2.5"" Hail",0,
7/30/14,North Carolina,"2.5"" Hail",0,
6/25/14,North Carolina,"3.0"" Hail",0,
6/26/14,North Carolina,"3.0"" Hail",0,
6/27/14,North Carolina,"3.0"" Hail",0,
6/28/14,North Carolina,"3.0"" Hail",0,
6/29/14,North Carolina,"3.0"" Hail",0,
6/30/14,North Carolina,"3.0"" Hail",0,
7/1/14,North Carolina,"3.0"" Hail",0,
7/2/14,North Carolina,"3.0"" Hail",0,
7/3/14,North Carolina,"3.0"" Hail",0,
7/4/14,North Carolina,"3.0"" Hail",0,
7/5/14,North Carolina,"3.0"" Hail",0,
7/6/14,North Carolina,"3.0"" Hail",0,
7/7/14,North Carolina,"3.0"" Hail",0,
7/8/14,North Carolina,"3.0"" Hail",0,
7/9/14,North Carolina,"3.0"" Hail",0,
7/10/14,North Carolina,"3.0"" Hail",0,
7/11/14,North Carolina,"3.0"" Hail",0,
7/12/14,North Carolina,"3.0"" Hail",0,
7/13/14,North Carolina,"3.0"" Hail",0,
7/14/14,North Carolina,"3.0"" Hail",0,
7/15/14,North Carolina,"3.0"" Hail",0,
7/16/14,North Carolina,"3.0"" Hail",0,
7/17/14,North Carolina,"3.0"" Hail",0,
7/18/14,North Carolina,"3.0"" Hail",0,
7/19/14,North Carolina,"3.0"" Hail",0,
7/20/14,North Carolina,"3.0"" Hail",0,
7/21/14,North Carolina,"3.0"" Hail",0,
7/22/14,North Carolina,"3.0"" Hail",0,
7/23/14,North Carolina,"3.0"" Hail",0,
7/24/14,North Carolina,"3.0"" Hail",0,
7/25/14,North Carolina,"3.0"" Hail",0,
7/26/14,North Carolina,"3.0"" Hail",0,
7/27/14,North Carolina,"3.0"" Hail",0,
7/28/14,North Carolina,"3.0"" Hail",0,
7/29/14,North Carolina,"3.0"" Hail",0,
7/30/14,North Carolina,"3.0"" Hail",0,
6/25/14,North Carolina,"3.5"" Hail",0,
6/26/14,North Carolina,"3.5"" Hail",0,
6/27/14,North Carolina,"3.5"" Hail",0,
6/28/14,North Carolina,"3.5"" Hail",0,
6/29/14,North Carolina,"3.5"" Hail",0,
6/30/14,North Carolina,"3.5"" Hail",0,
7/1/14,North Carolina,"3.5"" Hail",0,
7/2/14,North Carolina,"3.5"" Hail",0,
7/3/14,North Carolina,"3.5"" Hail",0,
7/4/14,North Carolina,"3.5"" Hail",0,
7/5/14,North Carolina,"3.5"" Hail",0,
7/6/14,North Carolina,"3.5"" Hail",0,
7/7/14,North Carolina,"3.5"" Hail",0,
7/8/14,North Carolina,"3.5"" Hail",0,
7/9/14,North Carolina,"3.5"" Hail",0,
7/10/14,North Carolina,"3.5"" Hail",0,
7/11/14,North Carolina,"3.5"" Hail",0,
7/12/14,North Carolina,"3.5"" Hail",0,
7/13/14,North Carolina,"3.5"" Hail",0,
7/14/14,North Carolina,"3.5"" Hail",0,
7/15/14,North Carolina,"3.5"" Hail",0,
7/16/14,North Carolina,"3.5"" Hail",0,
7/17/14,North Carolina,"3.5"" Hail",0,
7/18/14,North Carolina,"3.5"" Hail",0,
7/19/14,North Carolina,"3.5"" Hail",0,
7/20/14,North Carolina,"3.5"" Hail",0,
7/21/14,North Carolina,"3.5"" Hail",0,
7/22/14,North Carolina,"3.5"" Hail",0,
7/23/14,North Carolina,"3.5"" Hail",0,
7/24/14,North Carolina,"3.5"" Hail",0,
7/25/14,North Carolina,"3.5"" Hail",0,
7/26/14,North Carolina,"3.5"" Hail",0,
7/27/14,North Carolina,"3.5"" Hail",0,
7/28/14,North Carolina,"3.5"" Hail",0,
7/29/14,North Carolina,"3.5"" Hail",0,
7/30/14,North Carolina,"3.5"" Hail",0,
6/25/14,North Dakota,"1.0"" Hail",12,
6/26/14,North Dakota,"1.0"" Hail",26,
6/27/14,North Dakota,"1.0"" Hail",22,
6/28/14,North Dakota,"1.0"" Hail",0,
6/29/14,North Dakota,"1.0"" Hail",0,
6/30/14,North Dakota,"1.0"" Hail",0,
7/1/14,North Dakota,"1.0"" Hail",0,
7/2/14,North Dakota,"1.0"" Hail",0,
7/3/14,North Dakota,"1.0"" Hail",0,
7/4/14,North Dakota,"1.0"" Hail",124,
7/5/14,North Dakota,"1.0"" Hail",630,
7/6/14,North Dakota,"1.0"" Hail",3961,
7/7/14,North Dakota,"1.0"" Hail",0,
7/8/14,North Dakota,"1.0"" Hail",0,
7/9/14,North Dakota,"1.0"" Hail",0,
7/10/14,North Dakota,"1.0"" Hail",0,
7/11/14,North Dakota,"1.0"" Hail",0,
7/12/14,North Dakota,"1.0"" Hail",0,
7/13/14,North Dakota,"1.0"" Hail",0,
7/14/14,North Dakota,"1.0"" Hail",0,
7/15/14,North Dakota,"1.0"" Hail",0,
7/16/14,North Dakota,"1.0"" Hail",0,
7/17/14,North Dakota,"1.0"" Hail",0,
7/18/14,North Dakota,"1.0"" Hail",38,
7/19/14,North Dakota,"1.0"" Hail",0,
7/20/14,North Dakota,"1.0"" Hail",0,
7/21/14,North Dakota,"1.0"" Hail",3166,
7/22/14,North Dakota,"1.0"" Hail",108,
7/23/14,North Dakota,"1.0"" Hail",0,
7/24/14,North Dakota,"1.0"" Hail",295,
7/25/14,North Dakota,"1.0"" Hail",0,
7/26/14,North Dakota,"1.0"" Hail",0,
7/27/14,North Dakota,"1.0"" Hail",0,
7/28/14,North Dakota,"1.0"" Hail",0,
7/29/14,North Dakota,"1.0"" Hail",0,
7/30/14,North Dakota,"1.0"" Hail",0,
6/25/14,North Dakota,"1.5"" Hail",0,
6/26/14,North Dakota,"1.5"" Hail",0,
6/27/14,North Dakota,"1.5"" Hail",0,
6/28/14,North Dakota,"1.5"" Hail",0,
6/29/14,North Dakota,"1.5"" Hail",0,
6/30/14,North Dakota,"1.5"" Hail",0,
7/1/14,North Dakota,"1.5"" Hail",0,
7/2/14,North Dakota,"1.5"" Hail",0,
7/3/14,North Dakota,"1.5"" Hail",0,
7/4/14,North Dakota,"1.5"" Hail",19,
7/5/14,North Dakota,"1.5"" Hail",212,
7/6/14,North Dakota,"1.5"" Hail",764,
7/7/14,North Dakota,"1.5"" Hail",0,
7/8/14,North Dakota,"1.5"" Hail",0,
7/9/14,North Dakota,"1.5"" Hail",0,
7/10/14,North Dakota,"1.5"" Hail",0,
7/11/14,North Dakota,"1.5"" Hail",0,
7/12/14,North Dakota,"1.5"" Hail",0,
7/13/14,North Dakota,"1.5"" Hail",0,
7/14/14,North Dakota,"1.5"" Hail",0,
7/15/14,North Dakota,"1.5"" Hail",0,
7/16/14,North Dakota,"1.5"" Hail",0,
7/17/14,North Dakota,"1.5"" Hail",0,
7/18/14,North Dakota,"1.5"" Hail",0,
7/19/14,North Dakota,"1.5"" Hail",0,
7/20/14,North Dakota,"1.5"" Hail",0,
7/21/14,North Dakota,"1.5"" Hail",405,
7/22/14,North Dakota,"1.5"" Hail",57,
7/23/14,North Dakota,"1.5"" Hail",0,
7/24/14,North Dakota,"1.5"" Hail",3,
7/25/14,North Dakota,"1.5"" Hail",0,
7/26/14,North Dakota,"1.5"" Hail",0,
7/27/14,North Dakota,"1.5"" Hail",0,
7/28/14,North Dakota,"1.5"" Hail",0,
7/29/14,North Dakota,"1.5"" Hail",0,
7/30/14,North Dakota,"1.5"" Hail",0,
6/25/14,North Dakota,"2.0"" Hail",0,
6/26/14,North Dakota,"2.0"" Hail",0,
6/27/14,North Dakota,"2.0"" Hail",0,
6/28/14,North Dakota,"2.0"" Hail",0,
6/29/14,North Dakota,"2.0"" Hail",0,
6/30/14,North Dakota,"2.0"" Hail",0,
7/1/14,North Dakota,"2.0"" Hail",0,
7/2/14,North Dakota,"2.0"" Hail",0,
7/3/14,North Dakota,"2.0"" Hail",0,
7/4/14,North Dakota,"2.0"" Hail",0,
7/5/14,North Dakota,"2.0"" Hail",10,
7/6/14,North Dakota,"2.0"" Hail",18,
7/7/14,North Dakota,"2.0"" Hail",0,
7/8/14,North Dakota,"2.0"" Hail",0,
7/9/14,North Dakota,"2.0"" Hail",0,
7/10/14,North Dakota,"2.0"" Hail",0,
7/11/14,North Dakota,"2.0"" Hail",0,
7/12/14,North Dakota,"2.0"" Hail",0,
7/13/14,North Dakota,"2.0"" Hail",0,
7/14/14,North Dakota,"2.0"" Hail",0,
7/15/14,North Dakota,"2.0"" Hail",0,
7/16/14,North Dakota,"2.0"" Hail",0,
7/17/14,North Dakota,"2.0"" Hail",0,
7/18/14,North Dakota,"2.0"" Hail",0,
7/19/14,North Dakota,"2.0"" Hail",0,
7/20/14,North Dakota,"2.0"" Hail",0,
7/21/14,North Dakota,"2.0"" Hail",5,
7/22/14,North Dakota,"2.0"" Hail",27,
7/23/14,North Dakota,"2.0"" Hail",0,
7/24/14,North Dakota,"2.0"" Hail",0,
7/25/14,North Dakota,"2.0"" Hail",0,
7/26/14,North Dakota,"2.0"" Hail",0,
7/27/14,North Dakota,"2.0"" Hail",0,
7/28/14,North Dakota,"2.0"" Hail",0,
7/29/14,North Dakota,"2.0"" Hail",0,
7/30/14,North Dakota,"2.0"" Hail",0,
6/25/14,North Dakota,"2.5"" Hail",0,
6/26/14,North Dakota,"2.5"" Hail",0,
6/27/14,North Dakota,"2.5"" Hail",0,
6/28/14,North Dakota,"2.5"" Hail",0,
6/29/14,North Dakota,"2.5"" Hail",0,
6/30/14,North Dakota,"2.5"" Hail",0,
7/1/14,North Dakota,"2.5"" Hail",0,
7/2/14,North Dakota,"2.5"" Hail",0,
7/3/14,North Dakota,"2.5"" Hail",0,
7/4/14,North Dakota,"2.5"" Hail",0,
7/5/14,North Dakota,"2.5"" Hail",0,
7/6/14,North Dakota,"2.5"" Hail",0,
7/7/14,North Dakota,"2.5"" Hail",0,
7/8/14,North Dakota,"2.5"" Hail",0,
7/9/14,North Dakota,"2.5"" Hail",0,
7/10/14,North Dakota,"2.5"" Hail",0,
7/11/14,North Dakota,"2.5"" Hail",0,
7/12/14,North Dakota,"2.5"" Hail",0,
7/13/14,North Dakota,"2.5"" Hail",0,
7/14/14,North Dakota,"2.5"" Hail",0,
7/15/14,North Dakota,"2.5"" Hail",0,
7/16/14,North Dakota,"2.5"" Hail",0,
7/17/14,North Dakota,"2.5"" Hail",0,
7/18/14,North Dakota,"2.5"" Hail",0,
7/19/14,North Dakota,"2.5"" Hail",0,
7/20/14,North Dakota,"2.5"" Hail",0,
7/21/14,North Dakota,"2.5"" Hail",0,
7/22/14,North Dakota,"2.5"" Hail",0,
7/23/14,North Dakota,"2.5"" Hail",0,
7/24/14,North Dakota,"2.5"" Hail",0,
7/25/14,North Dakota,"2.5"" Hail",0,
7/26/14,North Dakota,"2.5"" Hail",0,
7/27/14,North Dakota,"2.5"" Hail",0,
7/28/14,North Dakota,"2.5"" Hail",0,
7/29/14,North Dakota,"2.5"" Hail",0,
7/30/14,North Dakota,"2.5"" Hail",0,
6/25/14,North Dakota,"3.0"" Hail",0,
6/26/14,North Dakota,"3.0"" Hail",0,
6/27/14,North Dakota,"3.0"" Hail",0,
6/28/14,North Dakota,"3.0"" Hail",0,
6/29/14,North Dakota,"3.0"" Hail",0,
6/30/14,North Dakota,"3.0"" Hail",0,
7/1/14,North Dakota,"3.0"" Hail",0,
7/2/14,North Dakota,"3.0"" Hail",0,
7/3/14,North Dakota,"3.0"" Hail",0,
7/4/14,North Dakota,"3.0"" Hail",0,
7/5/14,North Dakota,"3.0"" Hail",0,
7/6/14,North Dakota,"3.0"" Hail",0,
7/7/14,North Dakota,"3.0"" Hail",0,
7/8/14,North Dakota,"3.0"" Hail",0,
7/9/14,North Dakota,"3.0"" Hail",0,
7/10/14,North Dakota,"3.0"" Hail",0,
7/11/14,North Dakota,"3.0"" Hail",0,
7/12/14,North Dakota,"3.0"" Hail",0,
7/13/14,North Dakota,"3.0"" Hail",0,
7/14/14,North Dakota,"3.0"" Hail",0,
7/15/14,North Dakota,"3.0"" Hail",0,
7/16/14,North Dakota,"3.0"" Hail",0,
7/17/14,North Dakota,"3.0"" Hail",0,
7/18/14,North Dakota,"3.0"" Hail",0,
7/19/14,North Dakota,"3.0"" Hail",0,
7/20/14,North Dakota,"3.0"" Hail",0,
7/21/14,North Dakota,"3.0"" Hail",0,
7/22/14,North Dakota,"3.0"" Hail",0,
7/23/14,North Dakota,"3.0"" Hail",0,
7/24/14,North Dakota,"3.0"" Hail",0,
7/25/14,North Dakota,"3.0"" Hail",0,
7/26/14,North Dakota,"3.0"" Hail",0,
7/27/14,North Dakota,"3.0"" Hail",0,
7/28/14,North Dakota,"3.0"" Hail",0,
7/29/14,North Dakota,"3.0"" Hail",0,
7/30/14,North Dakota,"3.0"" Hail",0,
6/25/14,North Dakota,"3.5"" Hail",0,
6/26/14,North Dakota,"3.5"" Hail",0,
6/27/14,North Dakota,"3.5"" Hail",0,
6/28/14,North Dakota,"3.5"" Hail",0,
6/29/14,North Dakota,"3.5"" Hail",0,
6/30/14,North Dakota,"3.5"" Hail",0,
7/1/14,North Dakota,"3.5"" Hail",0,
7/2/14,North Dakota,"3.5"" Hail",0,
7/3/14,North Dakota,"3.5"" Hail",0,
7/4/14,North Dakota,"3.5"" Hail",0,
7/5/14,North Dakota,"3.5"" Hail",0,
7/6/14,North Dakota,"3.5"" Hail",0,
7/7/14,North Dakota,"3.5"" Hail",0,
7/8/14,North Dakota,"3.5"" Hail",0,
7/9/14,North Dakota,"3.5"" Hail",0,
7/10/14,North Dakota,"3.5"" Hail",0,
7/11/14,North Dakota,"3.5"" Hail",0,
7/12/14,North Dakota,"3.5"" Hail",0,
7/13/14,North Dakota,"3.5"" Hail",0,
7/14/14,North Dakota,"3.5"" Hail",0,
7/15/14,North Dakota,"3.5"" Hail",0,
7/16/14,North Dakota,"3.5"" Hail",0,
7/17/14,North Dakota,"3.5"" Hail",0,
7/18/14,North Dakota,"3.5"" Hail",0,
7/19/14,North Dakota,"3.5"" Hail",0,
7/20/14,North Dakota,"3.5"" Hail",0,
7/21/14,North Dakota,"3.5"" Hail",0,
7/22/14,North Dakota,"3.5"" Hail",0,
7/23/14,North Dakota,"3.5"" Hail",0,
7/24/14,North Dakota,"3.5"" Hail",0,
7/25/14,North Dakota,"3.5"" Hail",0,
7/26/14,North Dakota,"3.5"" Hail",0,
7/27/14,North Dakota,"3.5"" Hail",0,
7/28/14,North Dakota,"3.5"" Hail",0,
7/29/14,North Dakota,"3.5"" Hail",0,
7/30/14,North Dakota,"3.5"" Hail",0,
6/25/14,Nebraska,"1.0"" Hail",1315,
6/26/14,Nebraska,"1.0"" Hail",199,
6/27/14,Nebraska,"1.0"" Hail",1634,
6/28/14,Nebraska,"1.0"" Hail",1716,
6/29/14,Nebraska,"1.0"" Hail",96,
6/30/14,Nebraska,"1.0"" Hail",16059,
7/1/14,Nebraska,"1.0"" Hail",0,
7/2/14,Nebraska,"1.0"" Hail",0,
7/3/14,Nebraska,"1.0"" Hail",0,
7/4/14,Nebraska,"1.0"" Hail",5,
7/5/14,Nebraska,"1.0"" Hail",375,
7/6/14,Nebraska,"1.0"" Hail",0,
7/7/14,Nebraska,"1.0"" Hail",29889,
7/8/14,Nebraska,"1.0"" Hail",0,
7/9/14,Nebraska,"1.0"" Hail",11309,
7/10/14,Nebraska,"1.0"" Hail",10635,
7/11/14,Nebraska,"1.0"" Hail",39,
7/12/14,Nebraska,"1.0"" Hail",18,
7/13/14,Nebraska,"1.0"" Hail",0,
7/14/14,Nebraska,"1.0"" Hail",0,
7/15/14,Nebraska,"1.0"" Hail",0,
7/16/14,Nebraska,"1.0"" Hail",0,
7/17/14,Nebraska,"1.0"" Hail",0,
7/18/14,Nebraska,"1.0"" Hail",0,
7/19/14,Nebraska,"1.0"" Hail",2,
7/20/14,Nebraska,"1.0"" Hail",0,
7/21/14,Nebraska,"1.0"" Hail",0,
7/22/14,Nebraska,"1.0"" Hail",864,
7/23/14,Nebraska,"1.0"" Hail",4669,
7/24/14,Nebraska,"1.0"" Hail",11,
7/25/14,Nebraska,"1.0"" Hail",0,
7/26/14,Nebraska,"1.0"" Hail",23345,
7/27/14,Nebraska,"1.0"" Hail",0,
7/28/14,Nebraska,"1.0"" Hail",0,
7/29/14,Nebraska,"1.0"" Hail",8,
7/30/14,Nebraska,"1.0"" Hail",0,
6/25/14,Nebraska,"1.5"" Hail",285,
6/26/14,Nebraska,"1.5"" Hail",105,
6/27/14,Nebraska,"1.5"" Hail",353,
6/28/14,Nebraska,"1.5"" Hail",65,
6/29/14,Nebraska,"1.5"" Hail",24,
6/30/14,Nebraska,"1.5"" Hail",1930,
7/1/14,Nebraska,"1.5"" Hail",0,
7/2/14,Nebraska,"1.5"" Hail",0,
7/3/14,Nebraska,"1.5"" Hail",0,
7/4/14,Nebraska,"1.5"" Hail",0,
7/5/14,Nebraska,"1.5"" Hail",28,
7/6/14,Nebraska,"1.5"" Hail",0,
7/7/14,Nebraska,"1.5"" Hail",1569,
7/8/14,Nebraska,"1.5"" Hail",0,
7/9/14,Nebraska,"1.5"" Hail",5455,
7/10/14,Nebraska,"1.5"" Hail",4136,
7/11/14,Nebraska,"1.5"" Hail",9,
7/12/14,Nebraska,"1.5"" Hail",0,
7/13/14,Nebraska,"1.5"" Hail",0,
7/14/14,Nebraska,"1.5"" Hail",0,
7/15/14,Nebraska,"1.5"" Hail",0,
7/16/14,Nebraska,"1.5"" Hail",0,
7/17/14,Nebraska,"1.5"" Hail",0,
7/18/14,Nebraska,"1.5"" Hail",0,
7/19/14,Nebraska,"1.5"" Hail",0,
7/20/14,Nebraska,"1.5"" Hail",0,
7/21/14,Nebraska,"1.5"" Hail",0,
7/22/14,Nebraska,"1.5"" Hail",456,
7/23/14,Nebraska,"1.5"" Hail",409,
7/24/14,Nebraska,"1.5"" Hail",0,
7/25/14,Nebraska,"1.5"" Hail",0,
7/26/14,Nebraska,"1.5"" Hail",7733,
7/27/14,Nebraska,"1.5"" Hail",0,
7/28/14,Nebraska,"1.5"" Hail",0,
7/29/14,Nebraska,"1.5"" Hail",0,
7/30/14,Nebraska,"1.5"" Hail",0,
6/25/14,Nebraska,"2.0"" Hail",0,
6/26/14,Nebraska,"2.0"" Hail",0,
6/27/14,Nebraska,"2.0"" Hail",27,
6/28/14,Nebraska,"2.0"" Hail",25,
6/29/14,Nebraska,"2.0"" Hail",0,
6/30/14,Nebraska,"2.0"" Hail",163,
7/1/14,Nebraska,"2.0"" Hail",0,
7/2/14,Nebraska,"2.0"" Hail",0,
7/3/14,Nebraska,"2.0"" Hail",0,
7/4/14,Nebraska,"2.0"" Hail",0,
7/5/14,Nebraska,"2.0"" Hail",0,
7/6/14,Nebraska,"2.0"" Hail",0,
7/7/14,Nebraska,"2.0"" Hail",68,
7/8/14,Nebraska,"2.0"" Hail",0,
7/9/14,Nebraska,"2.0"" Hail",2041,
7/10/14,Nebraska,"2.0"" Hail",6,
7/11/14,Nebraska,"2.0"" Hail",0,
7/12/14,Nebraska,"2.0"" Hail",0,
7/13/14,Nebraska,"2.0"" Hail",0,
7/14/14,Nebraska,"2.0"" Hail",0,
7/15/14,Nebraska,"2.0"" Hail",0,
7/16/14,Nebraska,"2.0"" Hail",0,
7/17/14,Nebraska,"2.0"" Hail",0,
7/18/14,Nebraska,"2.0"" Hail",0,
7/19/14,Nebraska,"2.0"" Hail",0,
7/20/14,Nebraska,"2.0"" Hail",0,
7/21/14,Nebraska,"2.0"" Hail",0,
7/22/14,Nebraska,"2.0"" Hail",5,
7/23/14,Nebraska,"2.0"" Hail",164,
7/24/14,Nebraska,"2.0"" Hail",0,
7/25/14,Nebraska,"2.0"" Hail",0,
7/26/14,Nebraska,"2.0"" Hail",2367,
7/27/14,Nebraska,"2.0"" Hail",0,
7/28/14,Nebraska,"2.0"" Hail",0,
7/29/14,Nebraska,"2.0"" Hail",0,
7/30/14,Nebraska,"2.0"" Hail",0,
6/25/14,Nebraska,"2.5"" Hail",0,
6/26/14,Nebraska,"2.5"" Hail",0,
6/27/14,Nebraska,"2.5"" Hail",0,
6/28/14,Nebraska,"2.5"" Hail",0,
6/29/14,Nebraska,"2.5"" Hail",0,
6/30/14,Nebraska,"2.5"" Hail",46,
7/1/14,Nebraska,"2.5"" Hail",0,
7/2/14,Nebraska,"2.5"" Hail",0,
7/3/14,Nebraska,"2.5"" Hail",0,
7/4/14,Nebraska,"2.5"" Hail",0,
7/5/14,Nebraska,"2.5"" Hail",0,
7/6/14,Nebraska,"2.5"" Hail",0,
7/7/14,Nebraska,"2.5"" Hail",3,
7/8/14,Nebraska,"2.5"" Hail",0,
7/9/14,Nebraska,"2.5"" Hail",1579,
7/10/14,Nebraska,"2.5"" Hail",0,
7/11/14,Nebraska,"2.5"" Hail",0,
7/12/14,Nebraska,"2.5"" Hail",0,
7/13/14,Nebraska,"2.5"" Hail",0,
7/14/14,Nebraska,"2.5"" Hail",0,
7/15/14,Nebraska,"2.5"" Hail",0,
7/16/14,Nebraska,"2.5"" Hail",0,
7/17/14,Nebraska,"2.5"" Hail",0,
7/18/14,Nebraska,"2.5"" Hail",0,
7/19/14,Nebraska,"2.5"" Hail",0,
7/20/14,Nebraska,"2.5"" Hail",0,
7/21/14,Nebraska,"2.5"" Hail",0,
7/22/14,Nebraska,"2.5"" Hail",0,
7/23/14,Nebraska,"2.5"" Hail",126,
7/24/14,Nebraska,"2.5"" Hail",0,
7/25/14,Nebraska,"2.5"" Hail",0,
7/26/14,Nebraska,"2.5"" Hail",539,
7/27/14,Nebraska,"2.5"" Hail",0,
7/28/14,Nebraska,"2.5"" Hail",0,
7/29/14,Nebraska,"2.5"" Hail",0,
7/30/14,Nebraska,"2.5"" Hail",0,
6/25/14,Nebraska,"3.0"" Hail",0,
6/26/14,Nebraska,"3.0"" Hail",0,
6/27/14,Nebraska,"3.0"" Hail",0,
6/28/14,Nebraska,"3.0"" Hail",0,
6/29/14,Nebraska,"3.0"" Hail",0,
6/30/14,Nebraska,"3.0"" Hail",26,
7/1/14,Nebraska,"3.0"" Hail",0,
7/2/14,Nebraska,"3.0"" Hail",0,
7/3/14,Nebraska,"3.0"" Hail",0,
7/4/14,Nebraska,"3.0"" Hail",0,
7/5/14,Nebraska,"3.0"" Hail",0,
7/6/14,Nebraska,"3.0"" Hail",0,
7/7/14,Nebraska,"3.0"" Hail",0,
7/8/14,Nebraska,"3.0"" Hail",0,
7/9/14,Nebraska,"3.0"" Hail",125,
7/10/14,Nebraska,"3.0"" Hail",0,
7/11/14,Nebraska,"3.0"" Hail",0,
7/12/14,Nebraska,"3.0"" Hail",0,
7/13/14,Nebraska,"3.0"" Hail",0,
7/14/14,Nebraska,"3.0"" Hail",0,
7/15/14,Nebraska,"3.0"" Hail",0,
7/16/14,Nebraska,"3.0"" Hail",0,
7/17/14,Nebraska,"3.0"" Hail",0,
7/18/14,Nebraska,"3.0"" Hail",0,
7/19/14,Nebraska,"3.0"" Hail",0,
7/20/14,Nebraska,"3.0"" Hail",0,
7/21/14,Nebraska,"3.0"" Hail",0,
7/22/14,Nebraska,"3.0"" Hail",0,
7/23/14,Nebraska,"3.0"" Hail",11,
7/24/14,Nebraska,"3.0"" Hail",0,
7/25/14,Nebraska,"3.0"" Hail",0,
7/26/14,Nebraska,"3.0"" Hail",0,
7/27/14,Nebraska,"3.0"" Hail",0,
7/28/14,Nebraska,"3.0"" Hail",0,
7/29/14,Nebraska,"3.0"" Hail",0,
7/30/14,Nebraska,"3.0"" Hail",0,
6/25/14,Nebraska,"3.5"" Hail",0,
6/26/14,Nebraska,"3.5"" Hail",0,
6/27/14,Nebraska,"3.5"" Hail",0,
6/28/14,Nebraska,"3.5"" Hail",0,
6/29/14,Nebraska,"3.5"" Hail",0,
6/30/14,Nebraska,"3.5"" Hail",0,
7/1/14,Nebraska,"3.5"" Hail",0,
7/2/14,Nebraska,"3.5"" Hail",0,
7/3/14,Nebraska,"3.5"" Hail",0,
7/4/14,Nebraska,"3.5"" Hail",0,
7/5/14,Nebraska,"3.5"" Hail",0,
7/6/14,Nebraska,"3.5"" Hail",0,
7/7/14,Nebraska,"3.5"" Hail",0,
7/8/14,Nebraska,"3.5"" Hail",0,
7/9/14,Nebraska,"3.5"" Hail",7,
7/10/14,Nebraska,"3.5"" Hail",0,
7/11/14,Nebraska,"3.5"" Hail",0,
7/12/14,Nebraska,"3.5"" Hail",0,
7/13/14,Nebraska,"3.5"" Hail",0,
7/14/14,Nebraska,"3.5"" Hail",0,
7/15/14,Nebraska,"3.5"" Hail",0,
7/16/14,Nebraska,"3.5"" Hail",0,
7/17/14,Nebraska,"3.5"" Hail",0,
7/18/14,Nebraska,"3.5"" Hail",0,
7/19/14,Nebraska,"3.5"" Hail",0,
7/20/14,Nebraska,"3.5"" Hail",0,
7/21/14,Nebraska,"3.5"" Hail",0,
7/22/14,Nebraska,"3.5"" Hail",0,
7/23/14,Nebraska,"3.5"" Hail",0,
7/24/14,Nebraska,"3.5"" Hail",0,
7/25/14,Nebraska,"3.5"" Hail",0,
7/26/14,Nebraska,"3.5"" Hail",0,
7/27/14,Nebraska,"3.5"" Hail",0,
7/28/14,Nebraska,"3.5"" Hail",0,
7/29/14,Nebraska,"3.5"" Hail",0,
7/30/14,Nebraska,"3.5"" Hail",0,
6/25/14,New Hampshire,"1.0"" Hail",0,
6/26/14,New Hampshire,"1.0"" Hail",0,
6/27/14,New Hampshire,"1.0"" Hail",0,
6/28/14,New Hampshire,"1.0"" Hail",0,
6/29/14,New Hampshire,"1.0"" Hail",0,
6/30/14,New Hampshire,"1.0"" Hail",0,
7/1/14,New Hampshire,"1.0"" Hail",0,
7/2/14,New Hampshire,"1.0"" Hail",0,
7/3/14,New Hampshire,"1.0"" Hail",6593,
7/4/14,New Hampshire,"1.0"" Hail",0,
7/5/14,New Hampshire,"1.0"" Hail",0,
7/6/14,New Hampshire,"1.0"" Hail",0,
